index	DT	t вып-обр	t продувка	ПСН гр.	чист расход C	чист расход Cr	чист расход Mn	чист расход Si	чист расход V	температура первая	температура последняя	Ar (интенс.)	эл. энергия (интенс.)	произв жидкая сталь	произв количество обработок	расход газ Ar	сыпуч известь РП	сыпуч кокс пыль УСТК	сыпуч  кокс. мелочь КМ1	сыпуч  шпат плав.	ферспл CaC2	ферспл  FeV-80	ферспл  Mn5Si65Al0.5	ферспл SiMn18	ферспл  фх850А	эл. энергия	химсталь первый Al_1	химсталь первый C_1	химсталь первый Mn_1	химсталь первый N_1	химсталь первый S_1	химсталь первый Ti_1	химсталь первый V_1	химсталь последний Al	химсталь последний C	химсталь последний Ca	химсталь последний Cr	химсталь последний Cu	химсталь последний Mn	химсталь последний Mo	химсталь последний N	химсталь последний Ni	химсталь последний P	химсталь последний S	химсталь последний Si	химсталь последний Ti	химсталь последний V	химшлак первый Al2O3_1	химшлак первый CaO_1	химшлак первый FeO_1	химшлак первый MgO_1	химшлак первый MnO_1	химшлак первый R_1	химшлак первый SiO2_1	химшлак последний Al2O3	химшлак последний CaO	химшлак последний FeO	химшлак последний MgO	химшлак последний MnO	химшлак последний R	химшлак последний SiO2	МАРКА_09Г2С	МАРКА_900А	МАРКА_G2HH	МАРКА_R260	МАРКА_R350HT	МАРКА_НХ	МАРКА_С255	МАРКА_С345	МАРКА_С355	МАРКА_Ш2.2	МАРКА_Ш2Л	МАРКА_Э73Ф	МАРКА_Э76	МАРКА_Э76Ф	МАРКА_Э76ХАФ	МАРКА_Э76ХФ	МАРКА_Э90ХАФ	ПРОФИЛЬ_136 RE	ПРОФИЛЬ_54E1	ПРОФИЛЬ_60E1	ПРОФИЛЬ_UIC54	ПРОФИЛЬ_НЕТ	ПРОФИЛЬ_ОР50	ПРОФИЛЬ_ОР65	ПРОФИЛЬ_Р50	ПРОФИЛЬ_Р65	ПРОФИЛЬ_Рельсы трамвайные	ПРОФИЛЬ_Шар заг d шара 100 мм 2 гр.	ПРОФИЛЬ_Шар заг d шара 80-100 мм 2,3 гр.	ПРОФИЛЬ_Шар заг d шара 80-100 мм 4 гр.	ПРОФИЛЬ_Шары мелющие d 80-100 мм	ПРОФИЛЬ_Швеллер 40У	ПРОФИЛЬ_Швеллер 40У (12 категория)
2	0.0322180916976456	0.25252525252525254	0.15811879181025745	0.3472800511140479	0.3616587468228533	0.1199609805851726	0.35304662230828876	0.2772803629138847	0.3610077893649627	0.8067632850241546	0.7307692307692307	0.44197913119343174	0.19949148952105147	0.24043715846994526	0.0	0.2852674609755742	0.17500464931885987	0.04366812227074236	0.3464730290456432	0.23113207547169815	0.25	0.40592822938807244	0.23430321592649309	0.3345008756567425	0.12040133779264212	0.22362226530047077	0.2	0.6072821846553967	0.468034727703236	0.39285714285714296	0.24324324324324323	0.28571428571428575	0.024096385542168672	0.06382978723404255	0.835125448028674	0.1285714285714286	0.5776772247360482	0.27705627705627706	0.4427480916030534	0.08333333333333334	0.5	0.33333333333333337	0.2222222222222222	0.37037037037037046	0.7962674961119751	0.5	0.4157303370786517	0.0	0.5694444444444444	0.023489932885906045	0.22994652406417113	0.01238938053097345	0.14772727272727276	0.0	0.1807598039215689	0.6740506329113926	0.09756097560975609	0.25	0.06382978723404255	0.4666666666666665	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.03841387856257745	0.18181818181818182	0.16960605432799514	0.3472800511140479	0.4128025196154271	0.1966121897126321	0.5918601226422741	0.3312697722408398	0.36499725910728137	0.7971014492753623	0.7384615384615385	0.3976856083626938	0.2146490372287213	0.24726775956284144	0.0	0.27982659043628794	0.10178817056396149	0.04366812227074236	0.3921161825726141	0.2216981132075472	0.25	0.41041079123005797	0.2358346094946401	0.5814360770577933	0.19732441471571902	0.26170036001107727	0.2	0.5734720416124839	0.4183109707971586	0.39285714285714296	0.2702702702702703	0.14285714285714288	0.012048192771084336	0.0425531914893617	0.8315412186379929	0.028571428571428577	0.5806938159879336	0.2554112554112554	0.44720101781170485	0.11666666666666667	0.5416666666666667	0.27777777777777785	0.1666666666666666	0.4074074074074074	0.8009331259720064	0.5	0.4157303370786517	0.0	0.6006944444444444	0.010067114093959734	0.17112299465240643	0.01061946902654867	0.125	0.0	0.1807598039215689	0.7721518987341771	0.09756097560975609	0.19444444444444445	0.05673758865248226	0.6666666666666666	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	0.03717472118959108	0.6464646464646465	0.16967362659639165	0.2731323072243648	0.4622886506796331	0.1649519076817249	0.47471783796913414	0.34123796611325713	0.3524946793062133	0.7898550724637681	0.782051282051282	0.6530796076627062	0.2255678617211259	0.2363387978142076	0.0	0.4244751887574739	0.12517193947730398	0.04366812227074236	0.4553941908713693	0.2216981132075472	0.25	0.39485415133194934	0.27565084226646247	0.4588441330998249	0.16555183946488292	0.308224868457491	0.2	0.504551365409623	0.44751381215469616	0.39285714285714296	0.35135135135135137	0.28571428571428575	0.03614457831325301	0.0425531914893617	0.8243727598566308	0.07142857142857144	0.583710407239819	0.2857142857142857	0.45547073791348597	0.09999999999999999	0.5833333333333333	0.30555555555555564	0.3333333333333333	0.33333333333333337	0.8133748055987556	0.5	0.4157303370786517	0.0	0.39756944444444453	0.0033557046979865775	0.3021390374331551	0.01061946902654867	0.07954545454545454	0.0	0.1807598039215689	0.5253164556962026	0.07317073170731707	0.4228395061728395	0.06382978723404255	0.2666666666666666	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	0.03345724907063197	0.30303030303030304	0.15555105088181634	0.2847513329003665	0.47419604376174157	0.16745140363153338	0.5069607234947189	0.2630294270633479	0.3552196963258963	0.8115942028985508	0.7333333333333333	0.27956335085437223	0.22235362938301553	0.22950819672131142	0.0	0.1957258615924002	0.17500464931885987	0.16048034934497818	0.3724066390041494	0.38679245283018876	0.25	0.3978480394994748	0.1807044410413476	0.4956217162872155	0.1680602006688963	0.219468291332041	0.0	0.5188556566970092	0.42383583267561165	0.3571428571428572	0.24324324324324323	0.14285714285714288	0.024096385542168672	0.0425531914893617	0.811230585424134	0.014285714285714289	0.5731523378582202	0.23376623376623376	0.4408396946564886	0.08333333333333334	0.5416666666666667	0.2708333333333334	0.1666666666666666	0.4074074074074074	0.7916018662519438	0.5	0.40449438202247195	0.0	0.47395833333333337	0.023489932885906045	0.3877005347593583	0.017699115044247784	0.1022727272727273	0.0	0.1807598039215689	0.6645569620253164	0.1219512195121951	0.2438271604938272	0.049645390070921995	0.4000000000000001	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	0.04337050805452292	0.21212121212121213	0.1528481654165822	0.2968623960553946	0.502469886175268	0.18328154464698695	0.5840007019441766	0.3887062665745739	0.34961277302700083	0.8285024154589372	0.7410256410256411	0.4463215119038004	0.21318146626526582	0.19262295081967204	0.0	0.279899329347241	0.25722145804676755	0.04366812227074236	0.49792531120331956	0.2216981132075472	0.25	0.3915707988388345	0.30168453292496167	0.5709281961471103	0.18394648829431434	0.2441844364441983	0.0	0.4837451235370612	0.4127861089187056	0.39285714285714296	0.29729729729729737	0.14285714285714288	0.024096385542168672	0.0425531914893617	0.8255675029868579	0.028571428571428577	0.5791855203619909	0.3203463203463204	0.4478371501272264	0.08333333333333334	0.5416666666666667	0.2986111111111111	0.1666666666666666	0.37037037037037046	0.7947122861586315	0.5	0.4157303370786517	0.0	0.42187500000000006	0.023489932885906045	0.44117647058823534	0.06017699115044248	0.05681818181818182	0.0	0.1807598039215689	0.47468354430379744	0.04878048780487804	0.4074074074074074	0.06382978723404255	0.2666666666666666	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	0.0322180916976456	0.24242424242424243	0.1512940064869248	0.3207924775945121	0.49701071941651004	0.12995896438440646	0.48676645295355575	0.3053644061292881	0.3536162507389204	0.7801932367149759	0.7564102564102564	0.5217123262261678	0.21562727869898507	0.24043715846994526	0.0	0.31385385298011315	0.17500464931885987	0.04366812227074236	0.5	0.2216981132075472	0.25	0.3960533606808201	0.2327718223583461	0.4728546409807356	0.13043478260869562	0.26793132096372196	0.2	0.4889466840052017	0.44435674822415155	0.3571428571428572	0.29729729729729737	0.28571428571428575	0.024096385542168672	0.0425531914893617	0.8183990442054958	0.04285714285714286	0.5761689291101055	0.2467532467532467	0.44656488549618323	0.06666666666666667	0.5416666666666667	0.27777777777777785	0.2222222222222222	0.5185185185185186	0.7838258164852255	0.5	0.40449438202247195	0.0	0.4288194444444445	0.020134228187919465	0.34224598930481287	0.026548672566371685	0.11363636363636362	0.0	0.1807598039215689	0.4145569620253165	0.2195121951219512	0.3888888888888889	0.11347517730496455	0.4000000000000001	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	0.03345724907063197	0.21212121212121213	0.15142915061828502	0.29560861854931664	0.39122002431207864	0.09829868235349927	0.1953245274650372	0.16552403366503798	0.34159647895676115	0.751207729468599	0.7538461538461538	0.3551339283723	0.22339478497994492	0.17213114754098352	0.0	0.23020410538413413	0.14030261348005502	0.04366812227074236	0.38589211618257263	0.2216981132075472	0.25	0.38259740474556087	0.14854517611026033	0.17513134851138357	0.09866220735785952	0.267100526170036	0.2	0.5617685305591679	0.5027624309392265	0.3571428571428572	0.21621621621621628	0.28571428571428575	0.024096385542168672	0.06382978723404255	0.8183990442054958	0.057142857142857155	0.5746606334841629	0.2467532467532467	0.4389312977099237	0.06666666666666667	0.5	0.25000000000000006	0.2777777777777778	0.4814814814814815	0.7962674961119751	0.5	0.40449438202247195	0.0	0.5833333333333333	0.016778523489932886	0.27807486631016043	0.01415929203539823	0.15909090909090912	0.0	0.1807598039215689	0.7974683544303798	0.07317073170731707	0.22222222222222224	0.035460992907801414	0.6666666666666666	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	0.030978934324659233	0.1919191919191919	0.167038313399554	0.27646391146138327	0.45246436070284013	0.1199609805851726	0.38109496336327553	0.28088306771379606	0.35896542739716053	0.7439613526570048	0.7307692307692307	0.3252905616211659	0.2206604113391332	0.23770491803278676	0.0	0.234888491249509	0.12517193947730398	0.04366812227074236	0.4512448132780083	0.2216981132075472	0.25	0.4020411370158709	0.23124042879019907	0.36602451838879163	0.12040133779264212	0.30974799224591526	0.2	0.5266579973992198	0.4656669297553275	0.39285714285714296	0.2702702702702703	0.28571428571428575	0.024096385542168672	0.06382978723404255	0.8315412186379929	0.057142857142857155	0.5806938159879336	0.2554112554112554	0.44592875318066155	0.08333333333333334	0.5416666666666667	0.2986111111111111	0.2777777777777778	0.4444444444444445	0.7916018662519438	0.5	0.4157303370786517	0.0	0.5243055555555556	0.010067114093959734	0.28342245989304815	0.017699115044247784	0.14772727272727276	0.0	0.1807598039215689	0.5031645569620252	0.19512195121951217	0.2839506172839506	0.09929078014184396	0.5333333333333332	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	0.03965303593556382	0.15151515151515152	0.16359213460368943	0.3002922429397918	0.5645872472096364	0.2223424694901384	0.6759556566027024	0.4739155645374469	0.36189869623157606	0.7753623188405797	0.717948717948718	0.5674923381708274	0.24191105469563326	0.21448087431693993	0.0	0.3638254848048415	0.2585969738651995	0.04366812227074236	0.5632780082987553	0.06603773584905663	0.25	0.4053244895089858	0.37366003062787134	0.6672504378283712	0.22408026755852836	0.25823871503738577	0.0	0.422626788036411	0.38279400157853194	0.46428571428571436	0.43243243243243246	0.14285714285714288	0.012048192771084336	0.0425531914893617	0.8255675029868579	0.04285714285714286	0.5791855203619909	0.23376623376623376	0.44529262086514	0.06666666666666667	0.625	0.27777777777777785	0.2222222222222222	0.5925925925925926	0.7993779160186625	0.5	0.3932584269662922	0.0	0.4357638888888889	0.023489932885906045	0.45989304812834225	0.10088495575221237	0.06818181818181818	0.0	0.1807598039215689	0.550632911392405	0.07317073170731707	0.4598765432098766	0.07092198581560284	0.2666666666666666	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	0.03841387856257745	0.09090909090909091	0.1499425635515913	0.34329635718823936	0.5087910266327771	0.21340595609426335	0.5854974159947502	0.3686057319246545	0.3578942846550163	0.821256038647343	0.7410256410256411	0.6557058059546429	0.24494582533608694	0.2431693989071038	0.0	0.3827957927813904	0.27372764786795045	0.04366812227074236	0.5010373443983402	0.10377358490566041	0.25	0.40084192766700016	0.27871362940275646	0.5761821366024519	0.21571906354515047	0.246330656327887	0.0	0.4772431729518856	0.4001578531965272	0.46428571428571436	0.35135135135135137	0.14285714285714288	0.024096385542168672	0.0425531914893617	0.811230585424134	0.04285714285714286	0.5806938159879336	0.2554112554112554	0.4389312977099237	0.08333333333333334	0.5833333333333333	0.29166666666666674	0.2222222222222222	0.4814814814814815	0.7838258164852255	0.5	0.4157303370786517	0.0	0.4270833333333333	0.01342281879194631	0.4438502673796792	0.03893805309734513	0.06818181818181818	0.0	0.1807598039215689	0.6139240506329113	0.07317073170731707	0.33333333333333337	0.06382978723404255	0.4000000000000001	0.6209125418460115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
